Datetime,OFFENSE INVOLVING CHILDREN,NARCOTICS,THEFT,BATTERY,CRIMINAL DAMAGE,SEX OFFENSE,CRIM SEXUAL ASSAULT,OTHER OFFENSE,ASSAULT,DECEPTIVE PRACTICE,BURGLARY,MOTOR VEHICLE THEFT,WEAPONS VIOLATION,ROBBERY,CRIMINAL TRESPASS,LIQUOR LAW VIOLATION,PUBLIC PEACE VIOLATION,PROSTITUTION,INTERFERENCE WITH PUBLIC OFFICER,ARSON,CRIMINAL SEXUAL ASSAULT,GAMBLING,STALKING,HOMICIDE,KIDNAPPING,INTIMIDATION,OBSCENITY,OTHER NARCOTIC VIOLATION,PUBLIC INDECENCY,NON-CRIMINAL,HUMAN TRAFFICKING
2010-08-30,8,109,263,202,124,6,3,48,66,33,87,59,17,50,28,2.0,15,3,3,1,0.0,3.0,0,0.0,2.0,0.0,0.0,0.0,0.0,,
2010-08-31,9,123,233,206,92,4,2,59,71,31,89,60,6,40,21,2.0,15,9,6,2,0.0,0.0,1,2.0,0.0,1.0,0.0,0.0,0.0,,
2010-09-01,18,140,271,181,114,11,9,80,79,59,88,62,12,47,29,0.0,11,8,3,0,2.0,2.0,0,2.0,0.0,1.0,0.0,0.0,0.0,,
2010-09-02,4,117,222,173,93,2,4,60,67,47,65,55,9,53,20,4.0,6,5,3,1,0.0,3.0,0,6.0,2.0,1.0,0.0,0.0,0.0,,
2010-09-03,4,142,262,164,99,4,3,61,58,36,95,57,13,51,28,2.0,7,3,1,1,0.0,4.0,0,0.0,0.0,3.0,0.0,0.0,0.0,,
2010-09-04,8,103,227,181,115,6,6,40,59,31,59,52,13,34,26,2.0,9,4,1,2,0.0,6.0,1,2.0,1.0,0.0,0.0,0.0,0.0,,
2010-09-05,4,92,228,191,120,2,7,59,54,24,63,37,13,39,20,1.0,10,6,1,5,0.0,4.0,0,0.0,1.0,0.0,2.0,0.0,0.0,,
2010-09-06,5,128,228,174,121,1,2,57,64,22,73,55,16,57,28,0.0,8,1,5,1,0.0,4.0,1,2.0,1.0,1.0,0.0,0.0,0.0,,
2010-09-07,8,144,208,169,122,3,3,68,73,49,107,64,14,32,28,2.0,13,7,4,1,0.0,6.0,1,0.0,1.0,1.0,0.0,0.0,0.0,,
2010-09-08,5,143,221,162,113,1,0,49,67,29,82,56,10,48,34,2.0,8,14,2,1,0.0,5.0,0,2.0,3.0,0.0,0.0,0.0,0.0,,
2010-09-09,5,135,229,143,105,3,3,47,62,44,77,48,16,32,21,5.0,15,10,3,1,0.0,4.0,1,2.0,3.0,1.0,0.0,0.0,0.0,,
2010-09-10,8,136,269,156,125,5,4,62,75,39,86,55,11,37,29,3.0,11,0,0,1,0.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
2010-09-11,11,102,208,198,109,3,4,52,54,27,57,47,10,44,21,1.0,5,4,2,2,0.0,4.0,1,0.0,3.0,1.0,0.0,0.0,0.0,,
2010-09-12,6,81,241,247,124,1,1,51,55,27,67,66,10,42,22,2.0,21,4,3,1,0.0,3.0,0,0.0,1.0,1.0,0.0,0.0,0.0,,
2010-09-13,10,111,234,161,100,2,3,42,65,39,80,57,9,32,21,1.0,13,5,3,4,0.0,3.0,1,0.0,0.0,1.0,0.0,0.0,0.0,,
2010-09-14,4,129,238,168,105,1,2,44,68,33,100,56,10,43,33,0.0,11,12,5,2,0.0,1.0,0,3.0,0.0,1.0,0.0,0.0,0.0,,
2010-09-15,6,96,215,197,108,8,4,68,71,31,79,73,12,35,28,2.0,16,3,4,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
2010-09-16,5,110,241,151,112,2,0,65,47,36,94,65,13,38,32,1.0,15,6,1,1,0.0,1.0,2,0.0,2.0,0.0,0.0,0.0,0.0,,
2010-09-17,5,141,260,172,131,3,1,48,58,30,89,67,15,43,25,3.0,12,11,2,1,0.0,6.0,0,1.0,0.0,1.0,1.0,0.0,0.0,,
2010-09-18,5,113,193,200,141,9,7,67,72,38,57,68,11,36,14,4.0,5,6,1,0,1.0,3.0,0,1.0,0.0,0.0,0.0,0.0,0.0,,
2010-09-19,5,108,208,213,141,4,6,42,51,18,63,84,11,47,21,4.0,6,2,1,1,0.0,2.0,0,0.0,1.0,0.0,0.0,0.0,0.0,,
2010-09-20,10,127,228,172,98,3,3,58,65,37,97,84,12,33,28,1.0,10,2,3,2,0.0,9.0,0,0.0,0.0,1.0,0.0,0.0,0.0,,
2010-09-21,12,123,259,195,109,4,6,60,75,41,81,60,14,37,31,0.0,9,7,2,2,2.0,4.0,2,0.0,0.0,2.0,0.0,0.0,0.0,,
2010-09-22,3,129,251,185,122,2,4,59,62,38,95,53,13,36,29,5.0,14,7,3,0,1.0,10.0,2,2.0,1.0,0.0,0.0,0.0,0.0,,
2010-09-23,5,125,253,199,92,6,2,47,60,27,80,57,14,41,37,4.0,14,12,4,2,0.0,3.0,0,1.0,1.0,0.0,0.0,0.0,0.0,,
2010-09-24,7,141,238,190,149,6,3,61,56,36,96,57,9,47,30,1.0,11,6,1,1,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,,
2010-09-25,3,104,261,208,146,0,3,55,54,31,60,67,8,51,25,1.0,5,3,4,1,0.0,4.0,0,2.0,0.0,0.0,0.0,0.0,0.0,,
2010-09-26,4,98,197,178,138,1,9,51,51,26,73,57,8,41,23,0.0,12,1,1,3,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,,
2010-09-27,7,106,233,128,111,4,8,55,57,34,90,46,11,43,18,0.0,10,1,5,0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,,
2010-09-28,4,144,227,174,105,1,3,53,56,42,114,51,10,43,25,1.0,8,9,2,1,0.0,7.0,3,0.0,1.0,0.0,0.0,0.0,0.0,,
2010-09-29,7,146,218,164,96,2,1,51,77,36,92,47,12,55,26,2.0,18,10,2,1,0.0,6.0,0,1.0,0.0,0.0,0.0,0.0,1.0,,
2010-09-30,7,101,209,168,105,3,4,47,66,44,76,62,16,41,21,3.0,15,3,3,1,0.0,4.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,
2010-10-01,16,127,300,195,122,11,11,73,67,51,103,62,9,46,22,3.0,12,1,1,0,0.0,5.0,1,1.0,1.0,1.0,0.0,0.0,0.0,,
2010-10-02,5,79,251,152,97,3,2,56,53,25,62,44,4,38,20,3.0,2,3,0,3,0.0,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0,,
2010-10-03,1,80,198,158,113,2,4,56,51,22,61,55,6,40,26,0.0,5,1,2,2,0.0,1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,,
2010-10-04,2,130,230,132,83,1,5,61,42,32,98,41,12,62,26,0.0,8,4,6,1,0.0,7.0,0,0.0,0.0,2.0,0.0,0.0,0.0,,
2010-10-05,6,149,221,151,117,5,1,55,48,36,88,56,12,45,28,1.0,12,5,1,4,0.0,4.0,0,1.0,0.0,0.0,0.0,0.0,0.0,,
2010-10-06,5,151,237,160,111,3,4,61,72,42,86,56,8,50,31,4.0,12,14,4,2,0.0,7.0,0,2.0,1.0,0.0,0.0,0.0,0.0,,
2010-10-07,12,112,228,159,130,5,1,55,55,36,93,72,8,48,29,1.0,15,2,0,3,0.0,3.0,0,1.0,1.0,1.0,0.0,0.0,0.0,,
2010-10-08,8,109,249,177,139,6,3,74,68,35,109,76,18,52,25,6.0,14,9,0,0,0.0,4.0,0,1.0,1.0,0.0,0.0,0.0,0.0,,
2010-10-09,11,96,215,210,148,4,3,61,69,25,71,55,21,56,23,1.0,14,5,5,1,0.0,2.0,1,0.0,2.0,0.0,0.0,0.0,0.0,,
2010-10-10,7,94,234,234,139,8,5,61,61,30,69,43,6,43,28,2.0,9,8,1,5,0.0,2.0,0,3.0,2.0,1.0,0.0,0.0,0.0,,
2010-10-11,4,126,201,176,96,4,4,57,73,24,75,53,15,56,24,0.0,14,3,2,1,0.0,5.0,0,5.0,0.0,0.0,1.0,0.0,0.0,,
2010-10-12,5,125,222,177,114,2,6,65,85,36,98,51,9,43,28,2.0,17,4,1,0,0.0,4.0,0,0.0,0.0,0.0,1.0,0.0,0.0,,
2010-10-13,5,110,217,169,119,4,2,63,68,28,90,49,6,53,22,1.0,14,8,2,4,0.0,2.0,0,1.0,1.0,1.0,0.0,0.0,0.0,,
2010-10-14,8,100,232,162,112,3,5,49,69,31,87,60,14,43,31,4.0,11,4,4,3,0.0,1.0,1,1.0,2.0,1.0,0.0,0.0,0.0,,
2010-10-15,4,133,264,148,108,5,4,85,65,40,102,72,13,41,39,2.0,9,15,4,1,0.0,2.0,0,0.0,3.0,0.0,1.0,0.0,0.0,,
2010-10-16,5,103,203,191,137,4,3,50,64,28,50,62,6,46,30,3.0,11,9,1,2,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,,
2010-10-17,6,94,194,211,124,5,6,63,55,27,48,46,10,47,20,0.0,8,2,3,0,2.0,3.0,1,3.0,0.0,1.0,0.0,0.0,0.0,,
2010-10-18,3,103,229,159,114,1,2,75,52,47,90,57,9,50,19,0.0,9,2,2,0,0.0,5.0,0,2.0,2.0,1.0,0.0,0.0,0.0,,
2010-10-19,6,125,207,158,91,1,2,76,78,37,80,64,8,44,26,3.0,9,5,3,6,0.0,5.0,0,0.0,1.0,0.0,0.0,0.0,0.0,,
2010-10-20,3,131,220,159,114,2,3,58,61,35,94,61,12,43,27,1.0,12,9,2,1,0.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,,
2010-10-21,6,194,229,174,100,3,5,55,47,27,69,60,14,39,24,1.0,8,4,0,2,0.0,3.0,1,1.0,1.0,0.0,0.0,0.0,0.0,,
2010-10-22,7,120,241,158,125,3,3,58,54,32,78,63,16,47,24,4.0,9,14,1,3,0.0,4.0,1,2.0,0.0,0.0,1.0,0.0,0.0,,
2010-10-23,6,101,198,181,136,2,5,62,56,25,56,64,12,46,18,5.0,8,10,2,5,1.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,,
2010-10-24,3,76,180,185,151,5,10,50,56,17,56,47,11,55,23,0.0,10,3,4,0,0.0,2.0,1,1.0,0.0,2.0,0.0,0.0,0.0,,
2010-10-25,11,94,218,174,115,4,6,60,55,32,87,72,12,43,30,0.0,15,2,1,2,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,,
2010-10-26,1,129,219,190,102,1,3,55,53,32,101,66,10,63,38,1.0,11,7,3,3,0.0,1.0,0,0.0,2.0,0.0,0.0,0.0,0.0,,
2010-10-27,3,124,204,169,135,3,3,46,68,28,82,52,13,43,26,4.0,8,6,2,1,0.0,2.0,2,1.0,1.0,1.0,0.0,0.0,0.0,,
2010-10-28,8,136,188,158,105,1,4,51,57,36,90,55,9,43,27,1.0,8,6,3,1,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,,
2010-10-29,3,126,253,149,129,4,1,60,49,35,83,76,16,49,26,3.0,9,5,4,3,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,
2010-10-30,4,69,246,208,117,3,3,51,38,27,69,49,11,51,19,3.0,10,6,2,2,0.0,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0,,
2010-10-31,6,72,180,230,184,1,4,50,52,25,61,47,7,38,18,2.0,9,2,5,5,0.0,2.0,1,4.0,0.0,0.0,0.0,0.0,0.0,,
2010-11-01,9,121,234,160,131,6,6,90,63,55,76,62,6,51,28,0.0,8,1,1,3,2.0,2.0,0,0.0,2.0,0.0,0.0,0.0,0.0,,1.0
2010-11-02,6,148,229,146,121,4,2,74,50,29,83,53,9,37,31,1.0,9,5,1,0,0.0,2.0,1,1.0,1.0,1.0,0.0,0.0,0.0,,
2010-11-03,3,136,188,149,98,2,4,53,64,27,73,58,10,41,23,5.0,12,15,0,2,0.0,4.0,1,1.0,1.0,2.0,0.0,0.0,0.0,,
2010-11-04,7,125,205,140,105,2,1,34,62,34,83,61,9,37,26,3.0,9,13,1,0,0.0,2.0,0,1.0,0.0,2.0,1.0,0.0,0.0,,
2010-11-05,8,126,220,134,115,2,1,60,43,29,91,74,11,43,25,0.0,11,8,5,0,0.0,0.0,1,1.0,0.0,2.0,0.0,0.0,0.0,,
2010-11-06,5,108,199,175,126,2,4,47,52,24,55,48,11,39,19,4.0,6,4,3,1,0.0,2.0,0,1.0,1.0,0.0,0.0,0.0,0.0,,
2010-11-07,8,89,187,216,138,0,1,48,50,18,55,48,6,47,23,0.0,7,0,1,1,0.0,2.0,0,0.0,1.0,0.0,0.0,0.0,0.0,,
2010-11-08,5,119,219,171,119,3,2,53,61,32,103,54,10,50,30,2.0,10,4,2,0,0.0,1.0,0,2.0,0.0,2.0,0.0,0.0,0.0,,
2010-11-09,2,120,218,196,126,6,4,79,67,29,92,53,13,47,32,4.0,15,9,5,0,0.0,1.0,1,0.0,2.0,0.0,0.0,0.0,0.0,,
2010-11-10,8,136,237,165,132,3,2,64,69,31,84,53,7,45,29,4.0,18,11,1,2,0.0,2.0,1,3.0,1.0,0.0,0.0,0.0,0.0,,
2010-11-11,8,141,210,147,122,3,3,60,50,30,87,64,13,57,25,3.0,6,7,2,1,1.0,4.0,0,1.0,0.0,0.0,0.0,0.0,0.0,,
2010-11-12,9,121,246,149,134,1,2,60,51,39,76,59,10,38,28,3.0,10,9,1,4,0.0,3.0,1,2.0,1.0,0.0,0.0,0.0,0.0,,
2010-11-13,7,92,191,144,148,2,2,43,44,33,71,65,4,52,22,1.0,9,3,6,5,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,,
2010-11-14,6,88,171,183,107,2,3,67,55,20,61,60,9,30,24,2.0,3,4,2,1,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,,
2010-11-15,5,113,234,146,101,8,1,67,63,37,98,67,5,44,21,1.0,10,4,1,2,0.0,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,,
2010-11-16,5,113,206,137,98,0,0,43,52,31,92,60,7,40,23,0.0,14,12,2,2,0.0,0.0,1,0.0,1.0,0.0,2.0,0.0,0.0,,
2010-11-17,2,111,193,134,99,2,1,61,64,38,73,48,13,29,23,1.0,13,16,0,2,0.0,2.0,1,0.0,2.0,0.0,0.0,0.0,0.0,,
2010-11-18,8,121,200,137,98,2,4,45,47,29,99,60,6,40,20,2.0,5,10,1,0,0.0,0.0,2,0.0,4.0,0.0,0.0,0.0,0.0,,
2010-11-19,10,146,232,154,114,2,2,68,66,32,95,59,6,52,30,3.0,10,11,2,0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,
2010-11-20,10,79,214,163,139,2,0,52,44,15,83,62,6,47,19,0.0,8,2,0,2,1.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,,
2010-11-21,10,110,175,183,105,1,3,40,48,21,56,68,11,44,22,2.0,8,1,2,1,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0.0,,
2010-11-22,10,96,194,132,84,3,2,53,57,31,101,58,9,38,24,0.0,5,2,2,0,0.0,0.0,0,2.0,3.0,0.0,0.0,0.0,0.0,,
2010-11-23,5,117,191,149,103,0,2,48,52,34,87,48,9,39,28,2.0,5,9,1,1,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,,
2010-11-24,5,109,201,125,86,4,6,34,54,37,124,55,9,44,28,2.0,11,9,3,0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,,
2010-11-25,14,43,126,154,89,2,4,32,29,7,68,46,4,19,8,1.0,4,13,1,0,1.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,,
2010-11-26,7,104,185,133,113,0,5,36,32,30,59,68,9,45,25,0.0,6,7,2,0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,,
2010-11-27,4,111,176,158,95,1,3,41,42,24,59,49,11,34,28,2.0,4,7,2,0,0.0,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,,
2010-11-28,5,79,195,175,109,1,7,37,41,25,37,73,5,56,27,4.0,3,1,6,1,0.0,0.0,2,1.0,0.0,1.0,0.0,1.0,0.0,,
2010-11-29,5,84,208,141,87,2,2,59,52,30,100,57,1,44,26,1.0,6,6,1,1,0.0,0.0,3,1.0,0.0,0.0,0.0,,0.0,,
2010-11-30,3,94,204,153,69,1,3,54,42,31,94,57,6,37,27,0.0,6,2,1,1,0.0,0.0,0,4.0,2.0,0.0,0.0,,0.0,,
2010-12-01,19,73,229,135,82,4,6,67,52,63,71,55,8,52,14,0.0,8,5,1,2,1.0,1.0,1,0.0,0.0,0.0,0.0,,0.0,,
2010-12-02,4,148,188,142,101,3,3,54,48,34,75,64,5,47,25,1.0,12,11,0,4,0.0,0.0,1,3.0,1.0,0.0,0.0,,0.0,,
2010-12-03,8,133,197,130,81,3,1,50,38,29,85,81,7,40,20,0.0,6,15,3,0,0.0,0.0,0,0.0,1.0,1.0,0.0,,0.0,,
2010-12-04,9,102,179,154,80,4,3,27,44,60,49,70,5,32,23,1.0,8,5,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,,
2010-12-05,8,83,143,140,75,3,7,57,45,28,48,56,2,34,26,0.0,2,4,1,0,0.0,0.0,2,1.0,1.0,0.0,1.0,,0.0,,
2010-12-06,6,98,154,113,52,0,3,59,42,39,64,71,10,30,20,2.0,2,1,2,0,0.0,2.0,1,1.0,1.0,1.0,0.0,,0.0,,
2010-12-07,5,107,202,140,66,1,2,59,45,41,72,66,8,35,24,0.0,7,3,1,0,0.0,0.0,2,1.0,0.0,0.0,0.0,,0.0,,
2010-12-08,7,102,166,103,82,2,4,54,43,37,78,44,2,38,23,0.0,6,7,3,1,0.0,0.0,1,0.0,0.0,0.0,0.0,,0.0,,
2010-12-09,8,95,198,135,66,3,2,51,40,32,69,67,7,39,21,1.0,4,11,1,1,0.0,0.0,2,1.0,0.0,0.0,0.0,,0.0,,
2010-12-10,6,95,218,170,82,2,1,57,45,42,82,65,10,37,23,0.0,15,7,1,2,0.0,0.0,1,0.0,0.0,0.0,0.0,,0.0,,
2010-12-11,4,74,179,142,96,2,4,37,33,41,61,52,7,32,27,3.0,2,10,2,0,0.0,0.0,0,3.0,1.0,0.0,0.0,,0.0,,
2010-12-12,11,60,146,148,71,4,1,46,28,18,37,48,2,34,8,0.0,6,1,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,,
2010-12-13,5,86,149,103,61,1,2,28,40,41,84,48,6,37,23,0.0,7,4,1,0,0.0,0.0,0,2.0,1.0,1.0,0.0,,0.0,,
2010-12-14,4,104,181,115,63,1,1,55,41,39,74,56,7,34,20,1.0,10,5,1,1,0.0,0.0,0,0.0,1.0,0.0,0.0,,0.0,,
2010-12-15,6,109,188,125,75,3,1,65,48,49,73,83,5,40,18,1.0,8,5,1,1,0.0,2.0,0,0.0,0.0,0.0,0.0,,0.0,,
2010-12-16,2,94,178,149,77,0,1,56,54,34,73,76,5,29,18,0.0,5,5,1,0,0.0,1.0,0,1.0,1.0,0.0,0.0,,0.0,,
2010-12-17,18,100,217,139,77,2,2,49,42,29,86,71,9,30,19,2.0,6,10,2,0,0.0,0.0,0,1.0,0.0,0.0,0.0,,0.0,,
2010-12-18,4,89,171,139,81,2,4,51,47,25,52,57,4,32,26,2.0,3,7,2,2,0.0,0.0,1,0.0,0.0,0.0,0.0,,0.0,,
2010-12-19,7,79,155,144,104,2,3,44,37,20,48,50,0,31,16,0.0,5,2,2,1,0.0,0.0,0,1.0,0.0,0.0,0.0,,0.0,,
2010-12-20,6,78,200,104,73,4,5,54,37,36,82,70,5,53,25,0.0,2,3,2,0,0.0,0.0,0,2.0,0.0,0.0,0.0,,0.0,,
2010-12-21,2,105,184,115,62,1,3,52,41,32,88,52,10,37,20,2.0,5,1,0,1,1.0,1.0,0,0.0,0.0,0.0,0.0,,0.0,,
2010-12-22,3,128,188,128,72,1,0,55,52,29,64,79,5,38,12,1.0,10,13,3,0,1.0,1.0,0,0.0,0.0,1.0,0.0,,0.0,,
2010-12-23,8,96,193,110,86,2,0,50,32,35,93,61,8,45,16,0.0,2,17,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,,
2010-12-24,8,41,152,132,74,2,3,37,27,26,103,53,2,58,9,1.0,3,9,0,2,0.0,0.0,0,0.0,2.0,0.0,0.0,,0.0,,
2010-12-25,6,33,75,137,64,0,4,47,17,5,40,36,2,22,7,1.0,1,0,2,1,0.0,0.0,0,0.0,3.0,0.0,0.0,,0.0,,
2010-12-26,9,59,118,141,53,1,6,40,32,11,45,42,4,27,12,0.0,5,0,2,1,1.0,0.0,1,1.0,0.0,0.0,0.0,,1.0,,
2010-12-27,0,81,143,109,66,1,2,52,38,28,55,48,9,31,22,0.0,1,0,0,0,,0.0,0,1.0,0.0,0.0,0.0,,,,
2010-12-28,3,97,149,122,83,4,2,55,57,33,58,64,1,37,23,1.0,8,12,0,1,,1.0,0,1.0,1.0,0.0,0.0,,,,
2010-12-29,2,99,148,121,82,2,2,53,41,23,64,67,3,50,21,0.0,3,9,2,3,,,0,1.0,0.0,0.0,1.0,,,,
2010-12-30,9,83,186,124,106,2,2,46,45,30,75,68,11,36,12,1.0,5,6,1,0,,,0,2.0,1.0,1.0,,,,,
2010-12-31,5,49,185,149,105,3,6,39,37,33,78,60,5,53,13,,8,1,1,1,,,1,,,,,,,,
